,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,quality,tow,best_quality
1649,8.8,0.66,0.26,1.7,0.074,4.0,0.9971,3.15,0.74,9.2,5,1,0
1650,6.6,0.52,0.04,2.2,0.069,8.0,0.9956,3.4,0.63,9.4,6,1,1
1651,6.6,0.5,0.04,2.1,0.068,6.0,0.9955,3.39,0.64,9.4,6,1,1
1652,8.6,0.38,0.36,3.0,0.081,30.0,0.997,3.2,0.56,9.4,5,1,0
1653,7.6,0.51,0.15,2.8,0.11,33.0,0.9955,3.17,0.63,10.2,6,1,1
1654,7.7,0.62,0.04,3.8,0.084,25.0,0.9978,3.34,0.53,9.5,5,1,0
1655,10.2,0.42,0.57,3.4,0.07,4.0,0.9971,3.04,0.63,9.6,5,1,0
1656,7.5,0.63,0.12,5.1,0.111,50.0,0.9983,3.26,0.77,9.4,5,1,0
1657,7.8,0.59,0.18,2.3,0.076,17.0,0.9975,3.43,0.59,10.0,5,1,0
1658,7.3,0.39,0.31,2.4,0.074,9.0,0.9962,3.41,0.54,9.4,6,1,1
1659,8.8,0.4,0.4,2.2,0.079,19.0,0.998,3.44,0.64,9.2,5,1,0
1660,7.7,0.69,0.49,1.8,0.115,20.0,0.9968,3.21,0.71,9.3,5,1,0
1661,7.5,0.52,0.16,1.9,0.085,12.0,0.9968,3.38,0.62,9.5,7,1,1
1662,7.0,0.735,0.05,2.0,0.081,13.0,0.9966,3.39,0.57,9.8,5,1,0
1663,7.2,0.725,0.05,4.65,0.086,4.0,0.9962,3.41,0.39,10.9,5,1,0
1664,7.2,0.725,0.05,4.65,0.086,4.0,0.9962,3.41,0.39,10.9,5,1,0
1665,7.5,0.52,0.11,1.5,0.079,11.0,0.9968,3.42,0.58,9.6,5,1,0
1666,6.6,0.705,0.07,1.6,0.076,6.0,0.9962,3.44,0.58,10.7,5,1,0
1667,9.3,0.32,0.57,2.0,0.074,27.0,0.9969,3.28,0.79,10.7,5,1,0
1668,8.0,0.705,0.05,1.9,0.074,8.0,0.9962,3.34,0.95,10.5,6,1,1
1669,7.7,0.63,0.08,1.9,0.076,15.0,0.9967,3.32,0.54,9.5,6,1,1
1670,7.7,0.67,0.23,2.1,0.088,17.0,0.9962,3.32,0.48,9.5,5,1,0
1671,7.7,0.69,0.22,1.9,0.084,18.0,0.9961,3.31,0.48,9.5,5,1,0
1672,8.3,0.675,0.26,2.1,0.084,11.0,0.9976,3.31,0.53,9.2,4,1,0
1673,9.7,0.32,0.54,2.5,0.094,28.0,0.9984,3.28,0.82,9.6,5,1,0
1674,8.8,0.41,0.64,2.2,0.093,9.0,0.9986,3.54,0.66,10.5,5,1,0
1675,8.8,0.41,0.64,2.2,0.093,9.0,0.9986,3.54,0.66,10.5,5,1,0
1676,6.8,0.785,0.0,2.4,0.104,14.0,0.9966,3.52,0.55,10.7,6,1,1
1677,6.7,0.75,0.12,2.0,0.086,12.0,0.9958,3.38,0.52,10.1,5,1,0
1678,8.3,0.625,0.2,1.5,0.08,27.0,0.9972,3.16,1.12,9.1,4,1,0
1679,6.2,0.45,0.2,1.6,0.069,3.0,0.9958,3.41,0.56,9.2,5,1,0
1680,7.8,0.43,0.7,1.9,0.464,22.0,0.9974,3.13,1.28,9.4,5,1,0
1681,7.4,0.5,0.47,2.0,0.086,21.0,0.997,3.36,0.57,9.1,5,1,0
1682,7.3,0.67,0.26,1.8,0.401,16.0,0.9969,3.16,1.14,9.4,5,1,0
1683,6.3,0.3,0.48,1.8,0.069,18.0,0.9959,3.44,0.78,10.3,6,1,1
1684,6.9,0.55,0.15,2.2,0.076,19.0,0.9961,3.41,0.59,10.1,5,1,0
1685,8.6,0.49,0.28,1.9,0.11,20.0,0.9972,2.93,1.95,9.9,6,1,1
1686,7.7,0.49,0.26,1.9,0.062,9.0,0.9966,3.39,0.64,9.6,5,1,0
1687,9.3,0.39,0.44,2.1,0.107,34.0,0.9978,3.14,1.22,9.5,5,1,0
1688,7.0,0.62,0.08,1.8,0.076,8.0,0.9978,3.48,0.53,9.0,5,1,0
1689,7.9,0.52,0.26,1.9,0.079,42.0,0.9964,3.23,0.54,9.5,5,1,0
1690,8.6,0.49,0.28,1.9,0.11,20.0,0.9972,2.93,1.95,9.9,6,1,1
1691,8.6,0.49,0.29,2.0,0.11,19.0,0.9972,2.93,1.98,9.8,5,1,0
1692,7.7,0.49,0.26,1.9,0.062,9.0,0.9966,3.39,0.64,9.6,5,1,0
1693,5.0,1.02,0.04,1.4,0.045,41.0,0.9938,3.75,0.48,10.5,4,1,0
1694,4.7,0.6,0.17,2.3,0.058,17.0,0.9932,3.85,0.6,12.9,6,1,1
1695,6.8,0.775,0.0,3.0,0.102,8.0,0.9965,3.45,0.56,10.7,5,1,0
1696,7.0,0.5,0.25,2.0,0.07,3.0,0.9963,3.25,0.63,9.2,5,1,0
1697,7.6,0.9,0.06,2.5,0.079,5.0,0.9967,3.39,0.56,9.8,5,1,0
1698,8.1,0.545,0.18,1.9,0.08,13.0,0.9972,3.3,0.59,9.0,6,1,1
1699,8.3,0.61,0.3,2.1,0.084,11.0,0.9972,3.4,0.61,10.2,6,1,1
1700,7.8,0.5,0.3,1.9,0.075,8.0,0.9959,3.31,0.56,10.4,6,1,1
1701,8.1,0.545,0.18,1.9,0.08,13.0,0.9972,3.3,0.59,9.0,6,1,1
1702,8.1,0.575,0.22,2.1,0.077,12.0,0.9967,3.29,0.51,9.2,5,1,0
1703,7.2,0.49,0.24,2.2,0.07,5.0,0.996,3.33,0.48,9.4,5,1,0
1704,8.1,0.575,0.22,2.1,0.077,12.0,0.9967,3.29,0.51,9.2,5,1,0
1705,7.8,0.41,0.68,1.7,0.467,18.0,0.9973,3.08,1.31,9.3,5,1,0
1706,6.2,0.63,0.31,1.7,0.088,15.0,0.9969,3.46,0.79,9.3,5,1,0
1707,8.0,0.33,0.53,2.5,0.091,18.0,0.9976,3.37,0.8,9.6,6,1,1
1708,8.1,0.785,0.52,2.0,0.122,37.0,0.9969,3.21,0.69,9.3,5,1,0
1709,7.8,0.56,0.19,1.8,0.104,12.0,0.9964,3.19,0.93,9.5,5,1,0
1710,8.4,0.62,0.09,2.2,0.084,11.0,0.9964,3.15,0.66,9.8,5,1,0
1711,8.4,0.6,0.1,2.2,0.085,14.0,0.9964,3.15,0.66,9.8,5,1,0
1712,10.1,0.31,0.44,2.3,0.08,22.0,0.9988,3.32,0.67,9.7,6,1,1
1713,7.8,0.56,0.19,1.8,0.104,12.0,0.9964,3.19,0.93,9.5,5,1,0
1714,9.4,0.4,0.31,2.2,0.09,13.0,0.9966,3.07,0.63,10.5,6,1,1
1715,8.3,0.54,0.28,1.9,0.077,11.0,0.9978,3.39,0.61,10.0,6,1,1
1716,7.8,0.56,0.12,2.0,0.082,7.0,0.997,3.37,0.5,9.4,6,1,1
1717,8.8,0.55,0.04,2.2,0.119,14.0,0.9962,3.21,0.6,10.9,6,1,1
1718,7.0,0.69,0.08,1.8,0.097,22.0,0.9959,3.34,0.54,9.2,6,1,1
1719,7.3,1.07,0.09,1.7,0.178,10.0,0.9962,3.3,0.57,9.0,5,1,0
1720,8.8,0.55,0.04,2.2,0.119,14.0,0.9962,3.21,0.6,10.9,6,1,1
1721,7.3,0.695,0.0,2.5,0.075,3.0,0.998,3.49,0.52,9.2,5,1,0
1722,8.0,0.71,0.0,2.6,0.08,11.0,0.9976,3.44,0.53,9.5,5,1,0
1723,7.8,0.5,0.17,1.6,0.082,21.0,0.996,3.39,0.48,9.5,5,1,0
1724,9.0,0.62,0.04,1.9,0.146,27.0,0.9984,3.16,0.7,9.4,5,1,0
1725,8.2,1.33,0.0,1.7,0.081,3.0,0.9964,3.53,0.49,10.9,5,1,0
1726,8.1,1.33,0.0,1.8,0.082,3.0,0.9964,3.54,0.48,10.9,5,1,0
1727,8.0,0.59,0.16,1.8,0.065,3.0,0.9962,3.42,0.92,10.5,7,1,1
1728,6.1,0.38,0.15,1.8,0.072,6.0,0.9955,3.42,0.57,9.4,5,1,0
1729,8.0,0.745,0.56,2.0,0.118,30.0,0.9968,3.24,0.66,9.4,5,1,0
1730,5.6,0.5,0.09,2.3,0.049,17.0,0.9937,3.63,0.63,13.0,5,1,0
1731,5.6,0.5,0.09,2.3,0.049,17.0,0.9937,3.63,0.63,13.0,5,1,0
1732,6.6,0.5,0.01,1.5,0.06,17.0,0.9952,3.4,0.58,9.8,6,1,1
1733,7.9,1.04,0.05,2.2,0.084,13.0,0.9959,3.22,0.55,9.9,6,1,1
1734,8.4,0.745,0.11,1.9,0.09,16.0,0.9965,3.19,0.82,9.6,5,1,0
1735,8.3,0.715,0.15,1.8,0.089,10.0,0.9968,3.23,0.77,9.5,5,1,0
1736,7.2,0.415,0.36,2.0,0.081,13.0,0.9972,3.48,0.64,9.2,5,1,0
1737,7.8,0.56,0.19,2.1,0.081,15.0,0.9962,3.33,0.54,9.5,5,1,0
1738,7.8,0.56,0.19,2.0,0.081,17.0,0.9962,3.32,0.54,9.5,5,1,0
1739,8.4,0.745,0.11,1.9,0.09,16.0,0.9965,3.19,0.82,9.6,5,1,0
1740,8.3,0.715,0.15,1.8,0.089,10.0,0.9968,3.23,0.77,9.5,5,1,0
1741,5.2,0.34,0.0,1.8,0.05,27.0,0.9916,3.68,0.79,14.0,6,1,1
1742,6.3,0.39,0.08,1.7,0.066,3.0,0.9954,3.34,0.58,9.4,5,1,0
1743,5.2,0.34,0.0,1.8,0.05,27.0,0.9916,3.68,0.79,14.0,6,1,1
1744,8.1,0.67,0.55,1.8,0.117,32.0,0.9968,3.17,0.62,9.4,5,1,0
1745,5.8,0.68,0.02,1.8,0.087,21.0,0.9944,3.54,0.52,10.0,5,1,0
1746,7.6,0.49,0.26,1.6,0.236,10.0,0.9968,3.11,0.8,9.3,5,1,0
1747,6.9,0.49,0.1,2.3,0.074,12.0,0.9959,3.42,0.58,10.2,6,1,1
1748,8.2,0.4,0.44,2.8,0.089,11.0,0.9975,3.53,0.61,10.5,6,1,1
1749,7.3,0.33,0.47,2.1,0.077,5.0,0.9958,3.33,0.53,10.3,6,1,1
1750,9.2,0.52,1.0,3.4,0.61,32.0,0.9996,2.74,2.0,9.4,4,1,0
1751,7.5,0.6,0.03,1.8,0.095,25.0,0.995,3.35,0.54,10.1,5,1,0
1752,7.5,0.6,0.03,1.8,0.095,25.0,0.995,3.35,0.54,10.1,5,1,0
1753,7.1,0.43,0.42,5.5,0.07,29.0,0.9973,3.42,0.72,10.5,5,1,0
1754,7.1,0.43,0.42,5.5,0.071,28.0,0.9973,3.42,0.71,10.5,5,1,0
1755,7.1,0.43,0.42,5.5,0.07,29.0,0.9973,3.42,0.72,10.5,5,1,0
1756,7.1,0.43,0.42,5.5,0.071,28.0,0.9973,3.42,0.71,10.5,5,1,0
1757,7.1,0.68,0.0,2.2,0.073,12.0,0.9969,3.48,0.5,9.3,5,1,0
1758,6.8,0.6,0.18,1.9,0.079,18.0,0.9968,3.59,0.57,9.3,6,1,1
1759,7.6,0.95,0.03,2.0,0.09,7.0,0.9959,3.2,0.56,9.6,5,1,0
1760,7.6,0.68,0.02,1.3,0.072,9.0,0.9965,3.17,1.08,9.2,4,1,0
1761,7.8,0.53,0.04,1.7,0.076,17.0,0.9964,3.33,0.56,10.0,6,1,1
1762,7.4,0.6,0.26,7.3,0.07,36.0,0.9982,3.37,0.49,9.4,5,1,0
1763,7.3,0.59,0.26,7.2,0.07,35.0,0.9981,3.37,0.49,9.4,5,1,0
1764,7.8,0.63,0.48,1.7,0.1,14.0,0.9961,3.19,0.62,9.5,5,1,0
1765,6.8,0.64,0.1,2.1,0.085,18.0,0.9956,3.34,0.52,10.2,5,1,0
1766,7.3,0.55,0.03,1.6,0.072,17.0,0.9956,3.37,0.48,9.0,4,1,0
1767,6.8,0.63,0.07,2.1,0.089,11.0,0.9953,3.47,0.55,10.4,6,1,1
1768,7.5,0.705,0.24,1.8,0.36,15.0,0.9964,3.0,1.59,9.5,5,1,0
1769,7.9,0.885,0.03,1.8,0.058,4.0,0.9972,3.36,0.33,9.1,4,1,0
1770,8.0,0.42,0.17,2.0,0.073,6.0,0.9972,3.29,0.61,9.2,6,1,1
1771,8.0,0.42,0.17,2.0,0.073,6.0,0.9972,3.29,0.61,9.2,6,1,1
1772,7.4,0.62,0.05,1.9,0.068,24.0,0.9961,3.42,0.57,11.5,6,1,1
1773,7.3,0.38,0.21,2.0,0.08,7.0,0.9961,3.33,0.47,9.5,5,1,0
1774,6.9,0.5,0.04,1.5,0.085,19.0,0.9958,3.35,0.78,9.5,5,1,0
1775,7.3,0.38,0.21,2.0,0.08,7.0,0.9961,3.33,0.47,9.5,5,1,0
1776,7.5,0.52,0.42,2.3,0.087,8.0,0.9972,3.58,0.61,10.5,6,1,1
1777,7.0,0.805,0.0,2.5,0.068,7.0,0.9969,3.48,0.56,9.6,5,1,0
1778,8.8,0.61,0.14,2.4,0.067,10.0,0.9969,3.19,0.59,9.5,5,1,0
1779,8.8,0.61,0.14,2.4,0.067,10.0,0.9969,3.19,0.59,9.5,5,1,0
1780,8.9,0.61,0.49,2.0,0.27,23.0,0.9972,3.12,1.02,9.3,5,1,0
1781,7.2,0.73,0.02,2.5,0.076,16.0,0.9972,3.44,0.52,9.3,5,1,0
1782,6.8,0.61,0.2,1.8,0.077,11.0,0.9971,3.54,0.58,9.3,5,1,0
1783,6.7,0.62,0.21,1.9,0.079,8.0,0.997,3.52,0.58,9.3,6,1,1
1784,8.9,0.31,0.57,2.0,0.111,26.0,0.9971,3.26,0.53,9.7,5,1,0
1785,7.4,0.39,0.48,2.0,0.082,14.0,0.9972,3.34,0.55,9.2,5,1,0
1786,7.7,0.705,0.1,2.6,0.084,9.0,0.9976,3.39,0.49,9.7,5,1,0
1787,7.9,0.5,0.33,2.0,0.084,15.0,0.9968,3.2,0.55,9.5,5,1,0
1788,7.9,0.49,0.32,1.9,0.082,17.0,0.9968,3.2,0.55,9.5,5,1,0
1789,8.2,0.5,0.35,2.9,0.077,21.0,0.9976,3.23,0.62,9.4,5,1,0
1790,6.4,0.37,0.25,1.9,0.074,21.0,0.9974,3.57,0.62,9.8,6,1,1
1791,6.8,0.63,0.12,3.8,0.099,16.0,0.9969,3.28,0.61,9.5,5,1,0
1792,7.6,0.55,0.21,2.2,0.071,7.0,0.9964,3.28,0.55,9.7,5,1,0
1793,7.6,0.55,0.21,2.2,0.071,7.0,0.9964,3.28,0.55,9.7,5,1,0
1794,7.8,0.59,0.33,2.0,0.074,24.0,0.9968,3.25,0.54,9.4,5,1,0
1795,7.3,0.58,0.3,2.4,0.074,15.0,0.9968,3.46,0.59,10.2,5,1,0
1796,11.5,0.3,0.6,2.0,0.067,12.0,0.9981,3.11,0.97,10.1,6,1,1
1797,5.4,0.835,0.08,1.2,0.046,13.0,0.9924,3.57,0.85,13.0,7,1,1
1798,6.9,1.09,0.06,2.1,0.061,12.0,0.9948,3.51,0.43,11.4,4,1,0
1799,9.6,0.32,0.47,1.4,0.056,9.0,0.99695,3.22,0.82,10.3,7,1,1
1800,8.8,0.37,0.48,2.1,0.097,39.0,0.9975,3.04,1.03,9.3,5,1,0
1801,6.8,0.5,0.11,1.5,0.075,16.0,0.99545,3.36,0.79,9.5,5,1,0
1802,7.0,0.42,0.35,1.6,0.088,16.0,0.9961,3.34,0.55,9.2,5,1,0
1803,7.0,0.43,0.36,1.6,0.089,14.0,0.99615,3.34,0.56,9.2,6,1,1
1804,12.8,0.3,0.74,2.6,0.095,9.0,0.9994,3.2,0.77,10.8,7,1,1
1805,12.8,0.3,0.74,2.6,0.095,9.0,0.9994,3.2,0.77,10.8,7,1,1
1806,7.8,0.57,0.31,1.8,0.069,26.0,0.99625,3.29,0.53,9.3,5,1,0
1807,7.8,0.44,0.28,2.7,0.1,18.0,0.9966,3.22,0.67,9.4,5,1,0
1808,11.0,0.3,0.58,2.1,0.054,7.0,0.998,3.31,0.88,10.5,7,1,1
1809,9.7,0.53,0.6,2.0,0.039,5.0,0.99585,3.3,0.86,12.4,6,1,1
1810,8.0,0.725,0.24,2.8,0.083,10.0,0.99685,3.35,0.56,10.0,6,1,1
1811,11.6,0.44,0.64,2.1,0.059,5.0,0.998,3.21,0.67,10.2,6,1,1
1812,8.2,0.57,0.26,2.2,0.06,28.0,0.9959,3.3,0.43,10.1,5,1,0
1813,7.8,0.735,0.08,2.4,0.092,10.0,0.9974,3.24,0.71,9.8,6,1,1
1814,7.0,0.49,0.49,5.6,0.06,26.0,0.9974,3.34,0.76,10.5,5,1,0
1815,8.7,0.625,0.16,2.0,0.101,13.0,0.9962,3.14,0.57,11.0,5,1,0
1816,8.1,0.725,0.22,2.2,0.072,11.0,0.9967,3.36,0.55,9.1,5,1,0
1817,7.5,0.49,0.19,1.9,0.076,10.0,0.9957,3.39,0.54,9.7,5,1,0
1818,7.8,0.53,0.33,2.4,0.08,24.0,0.99655,3.3,0.6,9.5,5,1,0
1819,7.8,0.34,0.37,2.0,0.082,24.0,0.9964,3.34,0.59,9.4,6,1,1
1820,7.4,0.53,0.26,2.0,0.101,16.0,0.9957,3.15,0.57,9.4,5,1,0
1821,6.8,0.61,0.04,1.5,0.057,5.0,0.99525,3.42,0.6,9.5,5,1,0
1822,8.6,0.645,0.25,2.0,0.083,8.0,0.99815,3.28,0.6,10.0,6,1,1
1823,8.4,0.635,0.36,2.0,0.089,15.0,0.99745,3.31,0.57,10.4,4,1,0
1824,7.7,0.43,0.25,2.6,0.073,29.0,0.99615,3.37,0.58,10.5,6,1,1
1825,8.9,0.59,0.5,2.0,0.337,27.0,0.9964,3.04,1.61,9.5,6,1,1
1826,9.0,0.82,0.14,2.6,0.089,9.0,0.9984,3.39,0.63,9.8,5,1,0
1827,7.7,0.43,0.25,2.6,0.073,29.0,0.99615,3.37,0.58,10.5,6,1,1
1828,6.9,0.52,0.25,2.6,0.081,10.0,0.99685,3.46,0.5,11.0,5,1,0
1829,5.2,0.48,0.04,1.6,0.054,19.0,0.9927,3.54,0.62,12.2,7,1,1
1830,8.0,0.38,0.06,1.8,0.078,12.0,0.99625,3.37,0.52,9.9,6,1,1
1831,8.5,0.37,0.2,2.8,0.09,18.0,0.998,3.34,0.7,9.6,6,1,1
1832,6.9,0.52,0.25,2.6,0.081,10.0,0.99685,3.46,0.5,11.0,5,1,0
1833,8.2,1.0,0.09,2.3,0.065,7.0,0.99685,3.32,0.55,9.0,6,1,1
1834,7.2,0.63,0.0,1.9,0.097,14.0,0.99675,3.37,0.58,9.0,6,1,1
1835,7.2,0.63,0.0,1.9,0.097,14.0,0.99675,3.37,0.58,9.0,6,1,1
1836,7.2,0.645,0.0,1.9,0.097,15.0,0.99675,3.37,0.58,9.2,6,1,1
1837,7.2,0.63,0.0,1.9,0.097,14.0,0.99675,3.37,0.58,9.0,6,1,1
1838,8.2,1.0,0.09,2.3,0.065,7.0,0.99685,3.32,0.55,9.0,6,1,1
1839,8.9,0.635,0.37,1.7,0.263,5.0,0.9971,3.0,1.09,9.3,5,1,0
1840,12.0,0.38,0.56,2.1,0.093,6.0,0.99925,3.14,0.71,10.9,6,1,1
1841,7.7,0.58,0.1,1.8,0.102,28.0,0.99565,3.08,0.49,9.8,6,1,1
1842,15.0,0.21,0.44,2.2,0.075,10.0,1.00005,3.07,0.84,9.2,7,1,1
1843,15.0,0.21,0.44,2.2,0.075,10.0,1.00005,3.07,0.84,9.2,7,1,1
1844,7.3,0.66,0.0,2.0,0.084,6.0,0.9983,3.61,0.96,9.9,6,1,1
1845,7.1,0.68,0.07,1.9,0.075,16.0,0.99685,3.38,0.52,9.5,5,1,0
1846,8.2,0.6,0.17,2.3,0.072,11.0,0.9963,3.2,0.45,9.3,5,1,0
1847,7.7,0.53,0.06,1.7,0.074,9.0,0.99615,3.35,0.48,9.8,6,1,1
1848,7.3,0.66,0.0,2.0,0.084,6.0,0.9983,3.61,0.96,9.9,6,1,1
1849,10.8,0.32,0.44,1.6,0.063,16.0,0.9985,3.22,0.78,10.0,6,1,1
1850,7.1,0.6,0.0,1.8,0.074,16.0,0.9972,3.47,0.7,9.9,6,1,1
1851,11.1,0.35,0.48,3.1,0.09,5.0,0.9986,3.17,0.53,10.5,5,1,0
1852,7.7,0.775,0.42,1.9,0.092,8.0,0.9959,3.23,0.59,9.5,5,1,0
1853,7.1,0.6,0.0,1.8,0.074,16.0,0.9972,3.47,0.7,9.9,6,1,1
1854,8.0,0.57,0.23,3.2,0.073,17.0,0.99675,3.26,0.57,9.3,5,1,0
1855,9.4,0.34,0.37,2.2,0.075,5.0,0.998,3.22,0.62,9.2,5,1,0
1856,6.6,0.695,0.0,2.1,0.075,12.0,0.9968,3.49,0.67,9.2,5,1,0
1857,7.7,0.41,0.76,1.8,0.611,8.0,0.9968,3.06,1.26,9.4,5,1,0
1858,10.0,0.31,0.47,2.6,0.085,14.0,0.99965,3.36,0.8,10.5,7,1,1
1859,7.9,0.33,0.23,1.7,0.077,18.0,0.99625,3.29,0.65,9.3,5,1,0
1860,7.0,0.975,0.04,2.0,0.087,12.0,0.99565,3.35,0.6,9.4,4,1,0
1861,8.0,0.52,0.03,1.7,0.07,10.0,0.99575,3.34,0.57,10.0,5,1,0
1862,7.9,0.37,0.23,1.8,0.077,23.0,0.9963,3.28,0.67,9.3,5,1,0
1863,12.5,0.56,0.49,2.4,0.064,5.0,0.9999,3.08,0.87,10.9,5,1,0
1864,11.8,0.26,0.52,1.8,0.071,6.0,0.9968,3.2,0.72,10.2,7,1,1
1865,8.1,0.87,0.0,3.3,0.096,26.0,1.00025,3.6,0.72,9.8,4,1,0
1866,7.9,0.35,0.46,3.6,0.078,15.0,0.9973,3.35,0.86,12.8,8,1,1
1867,6.9,0.54,0.04,3.0,0.077,7.0,0.9987,3.69,0.91,9.4,6,1,1
1868,11.5,0.18,0.51,4.0,0.104,4.0,0.9996,3.28,0.97,10.1,6,1,1
1869,7.9,0.545,0.06,4.0,0.087,27.0,0.9965,3.36,0.67,10.7,6,1,1
1870,11.5,0.18,0.51,4.0,0.104,4.0,0.9996,3.28,0.97,10.1,6,1,1
1871,10.9,0.37,0.58,4.0,0.071,17.0,0.99935,3.22,0.78,10.1,5,1,0
1872,8.4,0.715,0.2,2.4,0.076,10.0,0.99735,3.31,0.64,9.4,5,1,0
1873,7.5,0.65,0.18,7.0,0.088,27.0,0.99915,3.38,0.77,9.4,5,1,0
1874,7.9,0.545,0.06,4.0,0.087,27.0,0.9965,3.36,0.67,10.7,6,1,1
1875,6.9,0.54,0.04,3.0,0.077,7.0,0.9987,3.69,0.91,9.4,6,1,1
1876,11.5,0.18,0.51,4.0,0.104,4.0,0.9996,3.28,0.97,10.1,6,1,1
1877,10.3,0.32,0.45,6.4,0.073,5.0,0.9976,3.23,0.82,12.6,8,1,1
1878,8.9,0.4,0.32,5.6,0.087,10.0,0.9991,3.38,0.77,10.5,7,1,1
1879,11.4,0.26,0.44,3.6,0.071,6.0,0.9986,3.12,0.82,9.3,6,1,1
1880,7.7,0.27,0.68,3.5,0.358,5.0,0.9972,3.25,1.08,9.9,7,1,1
1881,7.6,0.52,0.12,3.0,0.067,12.0,0.9971,3.36,0.57,9.1,5,1,0
1882,8.9,0.4,0.32,5.6,0.087,10.0,0.9991,3.38,0.77,10.5,7,1,1
1883,9.9,0.59,0.07,3.4,0.102,32.0,1.00015,3.31,0.71,9.8,5,1,0
1884,9.9,0.59,0.07,3.4,0.102,32.0,1.00015,3.31,0.71,9.8,5,1,0
1885,12.0,0.45,0.55,2.0,0.073,25.0,0.9997,3.1,0.76,10.3,6,1,1
1886,7.5,0.4,0.12,3.0,0.092,29.0,0.9967,3.37,0.7,10.3,6,1,1
1887,8.7,0.52,0.09,2.5,0.091,20.0,0.9976,3.34,0.86,10.6,7,1,1
1888,11.6,0.42,0.53,3.3,0.105,33.0,1.001,3.2,0.95,9.2,5,1,0
1889,8.7,0.52,0.09,2.5,0.091,20.0,0.9976,3.34,0.86,10.6,7,1,1
1890,11.0,0.2,0.48,2.0,0.343,6.0,0.9979,3.3,0.71,10.5,5,1,0
1891,10.4,0.55,0.23,2.7,0.091,18.0,0.9994,3.22,0.64,10.3,6,1,1
1892,6.9,0.36,0.25,2.4,0.098,5.0,0.9964,3.41,0.6,10.1,6,1,1
1893,13.3,0.34,0.52,3.2,0.094,17.0,1.0014,3.05,0.81,9.5,6,1,1
1894,10.8,0.5,0.46,2.5,0.073,5.0,1.0001,3.05,0.64,9.5,5,1,0
1895,10.6,0.83,0.37,2.6,0.086,26.0,0.9981,3.16,0.52,9.9,5,1,0
1896,7.1,0.63,0.06,2.0,0.083,8.0,0.99855,3.67,0.73,9.6,5,1,0
1897,7.2,0.65,0.02,2.3,0.094,5.0,0.9993,3.67,0.8,9.7,5,1,0
1898,6.9,0.67,0.06,2.1,0.08,8.0,0.99845,3.68,0.71,9.6,5,1,0
1899,7.5,0.53,0.06,2.6,0.086,20.0,0.9965,3.38,0.59,10.7,6,1,1
1900,11.1,0.18,0.48,1.5,0.068,7.0,0.9973,3.22,0.64,10.1,6,1,1
1901,8.3,0.705,0.12,2.6,0.092,12.0,0.9994,3.51,0.72,10.0,5,1,0
1902,7.4,0.67,0.12,1.6,0.186,5.0,0.996,3.39,0.54,9.5,5,1,0
1903,8.4,0.65,0.6,2.1,0.112,12.0,0.9973,3.2,0.52,9.2,5,1,0
1904,10.3,0.53,0.48,2.5,0.063,6.0,0.9998,3.12,0.59,9.3,6,1,1
1905,7.6,0.62,0.32,2.2,0.082,7.0,0.9966,3.36,0.52,9.4,5,1,0
1906,10.3,0.41,0.42,2.4,0.213,6.0,0.9994,3.19,0.62,9.5,6,1,1
1907,10.3,0.43,0.44,2.4,0.214,5.0,0.9994,3.19,0.63,9.5,6,1,1
1908,7.4,0.29,0.38,1.7,0.062,9.0,0.9968,3.41,0.53,9.5,6,1,1
1909,10.3,0.53,0.48,2.5,0.063,6.0,0.9998,3.12,0.59,9.3,6,1,1
1910,7.9,0.53,0.24,2.0,0.072,15.0,0.996,3.27,0.54,9.4,6,1,1
1911,9.0,0.46,0.31,2.8,0.093,19.0,0.99815,3.32,0.63,9.5,6,1,1
1912,8.6,0.47,0.3,3.0,0.076,30.0,0.9976,3.3,0.53,9.4,5,1,0
1913,7.4,0.36,0.29,2.6,0.087,26.0,0.99645,3.39,0.68,11.0,5,1,0
1914,7.1,0.35,0.29,2.5,0.096,20.0,0.9962,3.42,0.65,11.0,6,1,1
1915,9.6,0.56,0.23,3.4,0.102,37.0,0.9996,3.3,0.65,10.1,5,1,0
1916,9.6,0.77,0.12,2.9,0.082,30.0,0.99865,3.3,0.64,10.4,6,1,1
1917,9.8,0.66,0.39,3.2,0.083,21.0,0.9989,3.37,0.71,11.5,7,1,1
1918,9.6,0.77,0.12,2.9,0.082,30.0,0.99865,3.3,0.64,10.4,6,1,1
1919,9.8,0.66,0.39,3.2,0.083,21.0,0.9989,3.37,0.71,11.5,7,1,1
1920,9.3,0.61,0.26,3.4,0.09,25.0,0.99975,3.24,0.62,9.7,5,1,0
1921,7.8,0.62,0.05,2.3,0.079,6.0,0.99735,3.29,0.63,9.3,5,1,0
1922,10.3,0.59,0.42,2.8,0.09,35.0,0.999,3.28,0.7,9.5,6,1,1
1923,10.0,0.49,0.2,11.0,0.071,13.0,1.0015,3.16,0.69,9.2,6,1,1
1924,10.0,0.49,0.2,11.0,0.071,13.0,1.0015,3.16,0.69,9.2,6,1,1
1925,11.6,0.53,0.66,3.65,0.121,6.0,0.9978,3.05,0.74,11.5,7,1,1
1926,10.3,0.44,0.5,4.5,0.107,5.0,0.998,3.28,0.83,11.5,5,1,0
